'Use';'ItemID';'ItemName';'lvlReq';'isMaxLVL';'Icon';'Not Used';'Not Used';'Not Used';'Price';'Discount Price';'Used Price';'Money Flags';'Shop Flags';'Time Flags';'Time';'Point';'From Year';'From Month';'From 0';'From Day';'From Hour';'From Minute';'From Second';'From Millisecond';'To Year';'To Month';'To 0';'To Day';'To Hour';'To Minute';'To Second';'To Millisecond';'Model';'Amount';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'Texture #1';'Texture #2';'Texture #3';'Texture #4';'Texture #5';'Texture #6';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'NA';'Equip With #1?';'Equip With #2?';'NA';'NA';'NA';'NA'
'1';'134809614';'Red Frame Glasses (Arthur)';'0';'0';'common_horn_rimmed_glasses_01';'0';'0';'0';'16900';'0';'0';'1';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'5';'0';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0';'fc_a_z01-01.jpg';'';'';'fc_a_z01-01.jpg';'';'';'0';'0';'2';'0';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'0';'0';'0';'0';''
'1';'134809615';'Pink Frame Glasses (Arthur)';'0';'0';'common_horn_rimmed_glasses_02';'0';'0';'0';'16900';'0';'0';'1';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'5';'0';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0';'fc_a_z01-02.jpg';'';'';'fc_a_z01-01.jpg';'';'';'0';'0';'2';'0';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'0';'0';'0';'0';''
'1';'134809616';'Gas Mask (Arthur)';'0';'0';'antimask_fc_a01-01';'0';'0';'0';'10000000';'0';'0';'2';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'5';'0';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0';'antimask_fc_a01-01.jpg';'';'';'antimask_fc_a01-01.jpg';'';'';'0';'0';'0';'0';'0';'0';'0';'0';'1';'0';'0.0';'0';'0';'0';'0';'0';'0';''
'1';'134809617';'Round Glasses (Arthur)';'0';'0';'common_amy_gold_glasses';'0';'0';'0';'17900';'0';'0';'1';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'5';'0';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0';'[FC_A_Z02-01.jpg';'';'';'[FC_A_Z02-01.jpg';'';'';'0';'0';'1';'0';'0';'0';'0';'1';'0';'0';'0.0';'0';'0';'0';'0';'0';'0';''
'1';'134809618';'Gray Bowing Sunglasses(Arthur)';'0';'0';'a_fc_z07_01';'0';'0';'0';'14900';'0';'0';'1';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'5';'0';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0';'[fc_a_z07-01.jpg';'';'';'[fc_a_z07-01.jpg';'';'';'0';'0';'0';'1';'0';'0';'0';'0';'1';'0';'0.0';'0';'0';'0';'0';'0';'0';''
'0';'134809619';'Dwarf Brown Beard ';'0';'0';'a_fc_a26_01';'0';'0';'0';'10000000';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'5';'0';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0';'[A_FC_A26-01.jpg';'';'';'[A_FC_A26-01.jpg';'';'';'0';'0';'0';'0';'0';'0';'1';'0';'0';'0';'0.0';'0';'0';'0';'0';'0';'0';''
'0';'134809620';'Dwarf Silver Beard';'0';'0';'a_fc_a26_02';'0';'0';'0';'10000000';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'5';'0';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0';'[A_FC_A26-02.jpg';'';'';'[A_FC_A26-01.jpg';'';'';'0';'0';'0';'0';'0';'0';'1';'0';'0';'0';'0.0';'0';'0';'0';'0';'0';'0';''
'1';'134809621';'Dolphini Mask(Arthur)';'0';'0';'common_Eye_blind_01';'0';'0';'0';'10000000';'0';'0';'2';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'5';'0';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0';'[Eye_blind_FC_A01-04.jpg';'';'';'Eye_blind_FC_A01-01.jpg';'';'';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'0';'0';'0';'0';''
'1';'134809622';'Lovly Mask(Arthur)';'0';'0';'common_Eye_blind_02';'0';'0';'0';'10000000';'0';'0';'2';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'5';'0';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0';'Eye_blind_FC_A01-03.jpg';'';'';'Eye_blind_FC_A01-01.jpg';'';'';'0';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0.0';'0';'0';'0';'0';'0';'0';''
'1';'134809623';'Bl.Bongdari Mask(Arthur)';'0';'0';'common_Eye_blind_03';'0';'0';'0';'10000000';'0';'0';'2';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'5';'0';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0';'Eye_blind_FC_A01-02.jpg';'';'';'Eye_blind_FC_A01-01.jpg';'';'';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'0';'0';'0';'0';''
'1';'134809624';'Protector Glasses (Arthur)';'0';'0';'A_FC_A27_01';'0';'0';'0';'17900';'0';'0';'1';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'5';'0';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0';'[A_FC_A27-01.jpg';'';'';'[A_FC_A27-01.jpg';'';'';'0';'0';'1';'0';'0';'0';'0';'1';'0';'0';'0.0';'0';'0';'0';'0';'0';'0';''
'1';'134809625';'Evan Single Glass';'0';'0';'[A_FC_A29-01';'0';'0';'0';'14900';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'5';'0';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0';'[A_FC_A29-01.jpg';'';'';'[A_FC_A29-01.jpg';'';'';'0';'0';'1';'0';'0';'0';'0';'1';'0';'0';'0.0';'0';'0';'0';'0';'0';'0';''
'1';'134809627';'Funky Waiter Glass(Arthur)';'0';'0';'[A_FC_A30_01';'0';'0';'0';'11900';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'5';'0';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0';'[A_FC_A30-01.jpg';'';'';'[A_FC_A30-01.jpg';'';'';'0';'0';'2';'0';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'0';'0';'0';'0';''
'1';'134809628';'Neo Titanium Sunglasses';'0';'0';'A_FC_A31_01';'0';'0';'0';'10000000';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'5';'0';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0';'[A_FC_A31-01.jpg';'';'';'[A_FC_A31-01.jpg';'';'';'0';'0';'2';'0';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'0';'0';'0';'0';''
'1';'134809631';'Optical Viser B (Arthur)';'0';'0';'COMMON_FC_Z15_01';'0';'0';'0';'10000000';'0';'0';'2';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'5';'0';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0';'FC_Z15-01.jpg';'';'';'FC_Z15-01.jpg';'';'';'0';'0';'0';'0';'10';'0';'0';'0';'0';'0';'0.0';'0';'0';'0';'0';'0';'0';''
'1';'134809632';'Optical Viser S (Arthur)';'0';'0';'COMMON_FC_Z15_02';'0';'0';'0';'10000000';'0';'0';'2';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'5';'0';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0';'FC_Z15-02.jpg';'';'';'FC_Z15-01.jpg';'';'';'0';'0';'0';'0';'10';'0';'0';'0';'0';'0';'0.0';'0';'0';'0';'0';'0';'0';''
'0';'134817792';'Top Beard (old)';'0';'0';'a_fc_a02';'0';'0';'0';'9900';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'5';'0';'0';'0';'2';'2';'0';'0';'0';'0';'0';'0';'';'';'';'';'';'';'0';'0';'0';'0';'0';'0';'1';'0';'0';'0';'0.0';'0';'0';'0';'0';'0';'0';''
'1';'134825984';'Pipe';'0';'0';'a_fc_a03';'0';'0';'0';'9000';'0';'0';'1';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'5';'0';'0';'0';'0';'4';'0';'0';'0';'0';'0';'0';'';'';'';'';'';'';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'0';'0';'0';'0';''
'1';'134825985';'Romantic Foxtail';'0';'0';'a_fc_a08';'0';'0';'0';'11900';'0';'0';'1';'1';'0';'0';'0';'2008';'4';'0';'24';'0';'0';'0';'0';'2008';'5';'0';'14';'7';'59';'59';'0';'5';'0';'0';'0';'0';'4';'0';'0';'0';'0';'0';'0';'2#a_fc_a08-01.jpg';'';'';'2#a_fc_a08-01.jpg';'';'';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'0';'0';'0';'0';''
'0';'134825986';'Romantic Foxtail (Br)';'0';'0';'a_fc_a07_br';'0';'0';'0';'11900';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'5';'0';'0';'0';'0';'4';'0';'0';'0';'0';'0';'0';'[2#a_fc_a07-01.jpg';'';'';'[2#a_fc_a07-01.jpg';'';'';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'0';'0';'0';'0';''
'0';'134825987';'Arthur Foxtail (JP)';'0';'0';'a_fc_a08_jp';'0';'0';'0';'10000000';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'5';'0';'0';'0';'0';'4';'0';'0';'0';'0';'0';'0';'2#a_fc_a08-01_jp.jpg';'';'';'2#a_fc_a08-01.jpg';'';'';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'0';'0';'0';'0';''
'1';'134834176';'Rudolph Nose (Arthur)';'0';'0';'common_rudolf';'0';'0';'0';'10000000';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'5';'0';'0';'0';'0';'8';'0';'0';'0';'0';'0';'0';'';'';'';'';'';'';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'0';'0';'0';'0';''
'1';'134834177';'Doggy Nose (Arthur)';'0';'0';'nurung_nose';'0';'0';'0';'2900';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'5';'0';'0';'0';'0';'8';'0';'0';'0';'0';'0';'0';'';'';'';'';'';'';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'0';'0';'0';'0';''
'1';'134834178';'Lovely ChocoStick(Arthur)';'0';'0';'common_heart_pepero';'0';'0';'0';'10000000';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'5';'0';'0';'0';'0';'8';'0';'0';'0';'0';'0';'0';'FC_Z11-01.jpg';'';'';'FC_Z11-01.jpg';'';'';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'0';'0';'0';'0';''
'1';'134842368';'Angel Wings (Arthur)';'21';'0';'wi_angelwing';'0';'0';'0';'190000';'0';'0';'2';'3';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'5';'0';'0';'0';'0';'16';'0';'0';'0';'0';'0';'0';'][2#_wi_01-01.jpg';'';'';'][2#_wi_01-01.jpg';'';'';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'0';'0';'0';'0';''
'1';'134842369';'Devil Wings (Arthur)';'11';'0';'wi_devilwing';'0';'0';'0';'45900';'0';'0';'1';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'5';'0';'0';'0';'0';'16';'0';'0';'0';'0';'0';'0';'][2#_wi_01-02.jpg';'';'';'][2#_wi_01-01.jpg';'';'';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'0';'0';'0';'0';''
'1';'134842371';'Nimp Wing(Arthur)';'0';'0';'common_wi_02-04';'0';'0';'0';'10000000';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'5';'0';'0';'0';'0';'16';'0';'0';'0';'0';'0';'0';'][2#_wi_02-04.jpg';'';'';'][2#_wi_02-01.jpg';'';'';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'';'0';'0';'0';'0';'0';'0';''
'1';'134842373';'Fairy Wings (Arthur)';'0';'0';'common_rainbow_wing';'0';'0';'0';'10000000';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'5';'0';'0';'0';'0';'16';'0';'0';'0';'0';'0';'0';'][2#_wi_02-01.jpg';'';'';'][2#_wi_02-01.jpg';'';'';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'0';'0';'0';'0';''
'1';'134842374';'Rune Fairy Wings (Arthur)';'0';'0';'common_rune_wing';'0';'0';'0';'10000000';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'5';'0';'0';'0';'0';'16';'0';'0';'0';'0';'0';'0';'][2#_wi_02-02.jpg';'';'';'][2#_wi_02-01.jpg';'';'';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'0';'0';'0';'0';''
'1';'134850560';'Deer Hairband (Arthur)';'0';'0';'horn_male';'0';'0';'0';'15000';'0';'0';'1';'32';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'2';'0';'0';'0';'0';'32';'0';'0';'0';'0';'0';'0';'XMAS_HA_MALE.jpg';'';'';'XMAS_HA_MALE.jpg';'';'';'0';'0';'0';'1';'0';'0';'0';'0';'1';'0';'0.0';'0';'0';'1';'0';'0';'0';''
'1';'134850561';'Doggy Hairband (Arthur)';'0';'0';'nurung_hat';'0';'0';'0';'14900';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'2';'0';'0';'0';'0';'32';'0';'0';'0';'0';'0';'0';'';'';'';'';'';'';'0';'0';'0';'1';'0';'0';'0';'0';'1';'0';'0.0';'0';'0';'1';'0';'0';'0';''
'1';'134850562';'Tabby Hairband (Arthur)';'6';'0';'ullook_hat';'0';'0';'0';'15000';'0';'0';'2';'3';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'2';'0';'0';'0';'0';'32';'0';'0';'0';'0';'0';'0';'';'';'';'';'';'';'0';'0';'0';'0';'0';'0';'0';'0';'0';'1';'0.0';'0';'0';'1';'0';'0';'0';''
'1';'134850563';'Yard Hood';'0';'0';'A_HA_A12_!HA';'0';'0';'0';'16900';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'2';'0';'0';'0';'1';'32';'0';'0';'0';'0';'0';'0';'A_HA_A12-01.jpg';'';'';'A_HA_A12-01.jpg';'';'';'0';'0';'0';'0';'1';'0';'0';'0';'0';'1';'0.0';'0';'0';'1';'0';'0';'0';''
'1';'134850564';'Angelic Ring (Arthur)';'6';'0';'A_HA_A16';'0';'0';'0';'10000000';'0';'0';'2';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'2';'0';'0';'0';'0';'32';'0';'0';'0';'0';'0';'0';'angelring_ha_01-01.jpg';'';'';'angelring_ha_01-01.jpg';'';'';'0';'0';'1';'1';'0';'0';'0';'0';'1';'0';'0.0';'0';'0';'1';'0';'0';'0';''
'1';'134850565';'Chaos Horn (Arthur)';'6';'0';'A_HA_A13';'0';'0';'0';'10000000';'0';'0';'2';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'2';'0';'0';'0';'0';'32';'0';'0';'0';'0';'0';'0';'devilhorn_ha_01-01.jpg';'';'';'devilhorn_ha_01-01.jpg';'';'';'0';'0';'1';'0';'1';'0';'0';'0';'0';'1';'0.0';'0';'0';'1';'0';'0';'0';''
'0';'134850566';'Rabbit Hairband (USA)';'0';'0';'f_ha_a05_01';'0';'0';'0';'12900';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'2';'0';'0';'0';'0';'32';'0';'0';'0';'0';'0';'0';'';'';'';'';'';'';'0';'0';'0';'0';'1';'0';'0';'0';'0';'1';'0.0';'0';'0';'1';'0';'0';'0';''
'1';'134850567';'Sor.Arthur Gear';'0';'0';'a_ha_a21';'0';'0';'0';'16900';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'2';'0';'0';'0';'0';'32';'0';'0';'0';'0';'0';'0';'A_HA_A21-01.jpg';'';'';'A_HA_A21-01.jpg';'';'';'0';'0';'0';'1';'1';'0';'0';'0';'0';'0';'0.0';'0';'0';'1';'0';'0';'0';''
'1';'134850568';'Rabbit Hairband (Arthur)';'0';'0';'common_rabbit_headband';'0';'0';'0';'12900';'0';'0';'1';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'2';'0';'0';'0';'0';'32';'0';'0';'0';'0';'0';'0';'rabbit_ha_a01-01';'';'';'rabbit_ha_a01-01';'';'';'0';'0';'0';'0';'1';'0';'0';'0';'0';'1';'0.0';'0';'0';'1';'0';'0';'0';''
'1';'134850569';'BlueSeeLove Hoods';'0';'0';'a_ha_a24-01';'0';'0';'0';'17900';'0';'0';'1';'1';'0';'0';'0';'2008';'4';'0';'24';'0';'0';'0';'0';'2008';'5';'0';'14';'7';'59';'59';'0';'2';'0';'0';'0';'1';'32';'0';'0';'0';'0';'0';'0';'a_ha_a24-01.jpg';'';'';'a_ha_a24-01.jpg';'';'';'0';'0';'0';'0';'1';'0';'0';'0';'1';'1';'0.0';'0';'0';'1';'0';'0';'0';''
'1';'134850570';'Small Octopus (Arthur)';'0';'0';'octopus_ha_a01-01';'0';'0';'0';'11900';'0';'0';'1';'1';'0';'0';'0';'2008';'4';'0';'24';'0';'0';'0';'0';'2008';'5';'0';'14';'7';'59';'59';'0';'2';'0';'0';'0';'0';'32';'0';'0';'0';'0';'0';'0';'octopus_ha_a01-01.jpg';'';'';'octopus_ha_a01-01.jpg';'';'';'0';'0';'0';'1';'0';'0';'0';'0';'1';'0';'0.0';'0';'0';'1';'0';'0';'0';''
'1';'134850571';'Snorkeling (Arthur)';'0';'0';'A_HA_A24_01';'0';'0';'0';'10000000';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'2';'0';'0';'0';'0';'32';'0';'0';'0';'0';'0';'0';'[A_HA_A24-01.jpg';'';'';'[A_HA_A24-01.jpg';'';'';'0';'0';'1';'0';'0';'0';'0';'1';'0';'0';'0.0';'0';'0';'1';'0';'0';'0';''
'1';'134850572';'Holy Wing(Arthur)';'0';'0';'common_ha_a_z01_01';'0';'0';'0';'10000000';'0';'0';'2';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'2';'0';'0';'0';'0';'32';'0';'0';'0';'0';'0';'0';'[ha_a_z01-01.jpg';'';'';'[ha_a_z01-01.jpg';'';'';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'1';'0';'0';'0';''
'1';'134850573';'Dark Wing(Arthur)';'0';'0';'common_ha_a_z01_02';'0';'0';'0';'10000000';'0';'0';'2';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'2';'0';'0';'0';'0';'32';'0';'0';'0';'0';'0';'0';'[ha_a_z01-02.jpg';'';'';'[ha_a_z01-01.jpg';'';'';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'1';'0';'0';'0';''
'1';'134850574';'Angel Feather(Arthur)';'0';'0';'common_ha_a_z02_01';'0';'0';'0';'10000000';'0';'0';'2';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'2';'0';'0';'0';'0';'32';'0';'0';'0';'0';'0';'0';'[ha_a_z02-01.jpg';'';'';'[ha_a_z02-01.jpg';'';'';'0';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0.0';'0';'0';'1';'0';'0';'0';''
'1';'134850575';'Devil Feather(Arthur)';'0';'0';'common_ha_a_z02_02';'0';'0';'0';'10000000';'0';'0';'2';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'2';'0';'0';'0';'0';'32';'0';'0';'0';'0';'0';'0';'[ha_a_z02-02.jpg';'';'';'[ha_a_z02-01.jpg';'';'';'0';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0.0';'0';'0';'1';'0';'0';'0';''
'1';'134850576';'Gold Prince Crown(Arthur)';'0';'0';'common_gold_prince_crown';'0';'0';'0';'10000000';'0';'0';'2';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'2';'0';'0';'0';'0';'32';'0';'0';'0';'0';'0';'0';'ha_a_z07-01.jpg';'';'';'ha_a_z07-01.jpg';'';'';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'1';'0';'0';'0';''
'1';'134850577';'Silver Prince Crown(Arthur)';'0';'0';'common_silver_prince_crown';'0';'0';'0';'10000000';'0';'0';'2';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'2';'0';'0';'0';'0';'32';'0';'0';'0';'0';'0';'0';'ha_a_z07-02.jpg';'';'';'ha_a_z07-01.jpg';'';'';'0';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'1';'0';'0';'0';''
'1';'134850578';'Little Horn(Arthur)';'9';'0';'common_halloween_horn';'0';'0';'0';'30000';'0';'0';'2';'0';'0';'0';'0';'2007';'10';'0';'23';'0';'0';'0';'0';'2007';'11';'0';'7';'23';'59';'59';'0';'2';'0';'0';'0';'0';'32';'0';'0';'0';'0';'0';'0';'ha_a_z09-01.jpg';'';'';'ha_a_z09-01.jpg';'';'';'0';'0';'0';'0';'0';'0';'0';'0';'1';'1';'0.0';'0';'0';'1';'0';'0';'0';''
'1';'134850579';'Candle Hat(Arthur)';'0';'0';'common_candle_hat';'0';'0';'0';'17900';'0';'0';'1';'0';'0';'0';'0';'2007';'10';'0';'23';'0';'0';'0';'0';'2007';'11';'0';'7';'23';'59';'59';'0';'2';'0';'0';'0';'0';'32';'0';'0';'0';'0';'0';'0';'ha_a_z10-01.jpg';'';'';'ha_a_z10-01.jpg';'';'';'0';'0';'0';'1';'1';'0';'0';'0';'1';'0';'0.0';'0';'0';'1';'0';'0';'0';''
'1';'134850580';'Cream Cake Hat (Arthur)';'0';'0';'common_creamcake_hat';'0';'0';'0';'10000000';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'2';'0';'0';'0';'0';'32';'0';'0';'0';'0';'0';'0';'HA_A_Z14-01.jpg ';'';'';'HA_A_Z14-01.jpg ';'';'';'0';'0';'0';'0';'0';'0';'0';'0';'1';'1';'0.0';'0';'0';'1';'0';'0';'0';''
'1';'134850581';'Chocolate Cake Hat (Arthur)';'0';'0';'common_chococake_hat';'0';'0';'0';'15900';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'2';'0';'0';'0';'0';'32';'0';'0';'0';'0';'0';'0';'HA_A_Z15-01.jpg ';'';'';'HA_A_Z15-01.jpg ';'';'';'0';'0';'1';'1';'0';'0';'0';'0';'0';'0';'0.0';'0';'0';'1';'0';'0';'0';''
'0';'134850584';'Starfish Doll (Arthur)';'0';'0';'common_ha_a_z18_01';'0';'0';'0';'17900';'0';'0';'1';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'2';'0';'0';'0';'0';'32';'0';'0';'0';'0';'0';'0';'HA_A_Z18-01.JPG';'';'';'HA_A_Z18-01.JPG';'';'';'0';'0';'0';'0';'1';'0';'0';'0';'0';'1';'0.0';'0';'0';'1';'0';'0';'0';''
'1';'134850587';'5th Anniversary Hairband';'0';'0';'[2#ha_a_z26-01';'0';'0';'0';'14900';'0';'0';'1';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'2';'0';'0';'0';'0';'32';'0';'0';'0';'0';'0';'0';'[2#ha_a_z26-01.jpg';'';'';'[2#ha_a_z26-01_mask.jpg';'';'';'0';'0';'0';'1';'0';'0';'0';'0';'1';'0';'0.0';'0';'0';'1';'0';'0';'0';''
'1';'134850592';'Pumpkin Head (Arthur)';'0';'0';'Z_FC_Z19';'0';'0';'0';'10000000';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'0';'2';'0';'0';'0';'1';'32';'1';'0';'0';'0';'0';'0';'[2#FC_Z19-01.jpg';'';'';'[2#FC_Z19-01.jpg';'';'';'0';'0';'0';'0';'0';'0';'0';'0';'2';'0';'';'0';'0';'1';'0';'0';'0';''
